江 西 省 道 观 大 全
序号   宫派名称             地址                       派别
707 上饶县白鹤九仙庙 江西省上饶市上饶县清水乡白毛村 正一

708 上饶县顶板庙 江西省上饶市上饶县湖村乡茶园村 正一

709 上饶县仙人庙 江西省上饶市上饶县应家乡顶板村 正一

710 上饶县三阳庙 江西省上饶市上饶县清水乡常阜村 正一

711 上饶县九廊庙 江西省上饶市上饶县四十八镇里洋村 正一

712 上饶县云覆殿 江西省上饶市上饶县煌固镇汪村村 正一

713 上饶县清静庙 江西省上饶市上饶县湖村乡库前村 正一

714 上饶县荐福宫 江西省上饶市上饶县应家乡佛母村 正一

715 上饶县万盛殿 江西省上饶市上饶县大地乡苏家村 正一

716 上饶县灵垅殿 江西省上饶市上饶县湖村乡湖村村 正一

717 上饶县太和宫 江西省上饶市上饶县田墩镇儒坞村 正一

718 上饶县灵峰殿 江西省上饶市上饶县湖村乡徐家村 正一

719 上饶县仙真庙 江西省上饶市上饶县湖村乡杨桥村 正一

720 上饶县龙岳庙 江西省上饶市上饶县田墩镇儒坞村 正一

721 上饶县花园庙 江西省上饶市上饶县上泸镇泉洋村 正一

722 上饶县三清庙 江西省上饶市上饶县华坛山镇桐西村 正一

723 上饶县青龙殿 江西省上饶市上饶县华坛山镇姜村村 正一

724 上饶县灵济殿 江西省上饶市上饶县湖村乡济腰村 正一

725 上饶县安宫庙 江西省上饶市上饶县华坛山镇姜茅村村 正一

726 上饶县灵万殿 江西省上饶市上饶县湖村乡徐家村 正一

727 上饶县众福殿 江西省上饶市上饶县华坛山镇桐西村 正一

728 上饶县中南殿 江西省上饶市上饶县清水乡左溪村 正一

729 上饶县仙姑庙 江西省上饶市上饶县大地乡仙山村 正一

730 上饶县新兴殿 江西省上饶市上饶县石狮乡吉阳村 正一

731 上饶县万寿宫 江西省上饶市上饶县石狮乡石狮村尤家小组 正一

732 广丰县屏凤庙 江西省上饶市广丰县永丰街道南屏村 正一

733 广丰县沙田大庙 江西省上饶市广丰县沙田镇沙田村 正一

734 广丰县八仙阁 江西省上饶市广丰县排山镇排山居委会 正一

735 广丰县六石正阳宫 江西省上饶市广丰县嵩峰乡石岩村 正一

736 广丰县横山万寿宫 江西省上饶市广丰县横山镇廿三都村 正一

737 广丰县乌石庙 江西省上饶市广丰县少阳乡少阳村 正一

738 广丰县八天庙 江西省上饶市广丰县横山镇上铺村 正一

739 广丰县黄巢殿 江西省上饶市广丰县泉波镇鸿旦村 正一

740 广丰县迎紫殿 江西省上饶市广丰县芦林街道源溪居 正一

741 广丰县郑王宫 江西省上饶市广丰县芦林街道源溪居 正一

742 广丰县关圣殿 江西省上饶市广丰县横山镇廿三都村 正一

743 广丰县周将军殿 江西省上饶市广丰县横山镇东山村 正一

744 广丰县禹王殿 江西省上饶市广丰县桐畈镇鲍坞村 正一

745 广丰县马吴仙庙 江西省上饶市广丰县桐畈镇王家村 正一

746 广丰县三官殿庙 江西省上饶市广丰县霞峰镇三官殿村 正一

747 广丰县雨石宫 江西省上饶市广丰县东阳乡社后村 正一

748 广丰县平阳大庙 江西省上饶市广丰县沙田镇沙田村 正一

749 广丰县水口庙 江西省上饶市广丰县嵩峰乡十都村 正一

750 广丰县乌岩狮口庙 江西省上饶市广丰县嵩峰乡银丰村 正一

751 广丰县上清观 江西省上饶市广丰县嵩峰乡十都村 正一

752 广丰县水月庙 江西省上饶市广丰县壶峤镇塘头村 正一

753 广丰县三清庙堂 江西省上饶市广丰县壶峤镇东阳村 正一

754 广丰县大王庙 江西省上饶市广丰县横山镇龙潭村 正一

755 广丰县九龙道院 江西省上饶市广丰县横山镇龙潭村 正一

756 玉山县葛仙山庙 江西省上饶市玉山县南山乡王坊村 正一

757 玉山县文武庙 江西省上饶市玉山县怀玉乡水阁村 正一

758 玉山县玉清宫 江西省上饶市玉山县文成镇山边村 正一

759 玉山县龙王庙 江西省上饶市玉山县冰溪镇七里街村 正一

760 横峰县保信殿 江西省上饶市横峰县港边乡余塘村 正一

761 横峰县白鹤仙庙 江西省上饶市横峰县龙门畈乡宜兴村 正一

762 横峰县白云庙 江西省上饶市横峰县莲荷乡上畈村 正一

763 横峰县恩鸡庙 江西省上饶市横峰县港边乡何字村 正一

764 横峰县十八孔庙 江西省上饶市横峰县龙门畈乡洋叶村 正一

765 横峰县总华殿 江西省上饶市横峰县龙门畈乡满团村 正一

766 横峰县地母殿 江西省上饶市横峰县司铺乡下付村 正一

767 横峰县灵峰殿 江西省上饶市横峰县港边乡何家村 正一

768 横峰县高安殿 江西省上饶市横峰县岑阳镇岑港村 正一

769 横峰县金鸡殿 江西省上饶市横峰县龙门畈乡满团村 正一

770 横峰县桐字殿 江西省上饶市横峰县姚家乡兰子畲族村 正一

771 弋阳县葛仙观 江西省上饶市弋阳县朱坑镇下琬村 正一

772 德兴市银城街道周王殿 江西省上饶市德兴市银城街道女儿田村 正一

773 德兴市天龙山仙鹤道院 江西省上饶市德兴市皈大乡南首村付家湾天龙 正一

774 德兴市三观殿 江西省上饶市德兴市皈大乡皈大村早禾田村 正一

775 德兴市银城街道周王灵殿 江西省上饶市德兴市银城街道女儿田村 正一

776 德兴市银城街道张公殿 江西省上饶市德兴市银城街道新营二村 正一

777 婺源县静隐宫 江西省上饶市婺源县镇头镇游山村一组 正一

778 婺源县至真观 江西省上饶市婺源县蚺城街道香田村二组 正一

779 婺源县忠裔宫 江西省上饶市婺源县江湾镇镇头村一组 正一

780 铅山县葛仙山葛仙祠 江西省上饶市铅山县葛仙山乡项源村 正一

781 铅山县王公庙 江西省上饶市铅山县篁碧乡畲族村 正一

782 铅山县朱公庙 江西省上饶市铅山县汪二镇桥西村 正一

783 铅山县葛仙庙 江西省上饶市铅山县永平镇北门村一组 正一

784 铅山县万寿宫 江西省上饶市铅山县永平镇河背村桥头 正一

785 铅山县骑龙庙 江西省上饶市铅山县永平镇林家村宋家埠 正一

786 铅山县仙山庙 江西省上饶市铅山县虹桥乡创业队仙山 正一

787 铅山县真君庙 江西省上饶市铅山县虹桥乡桥亭村桥亭源 正一

788 铅山县云顶庵 江西省上饶市铅山县武夷山镇沙坂村 正一

789 铅山县河口镇朱公庙 江西省上饶市铅山县河口镇虞家村烈桥 正一

790 铅山县地母庙 江西省上饶市铅山县河口镇洋田村 正一

791 铅山县含珠山庙 江西省上饶市铅山县河口镇柴家村 正一

792 铅山县张家庙 江西省上饶市铅山县鹅湖镇青洲村渔排小组 正一

793 铅山县湖山殿 江西省上饶市铅山县鹅湖镇塘尾村 正一

794 铅山县万成山庙 江西省上饶市铅山县鹅湖镇月塘村13小组 正一

795 铅山县重阳庙 江西省上饶市铅山县新滩乡罗石村樟源小组 正一

796 铅山县万人殿 江西省上饶市铅山县新滩乡杨家村杨家小组 正一

797 铅山县新娘娘庙 江西省上饶市铅山县葛仙山乡项源村五里岗 正一

798 铅山县生天寺 江西省上饶市铅山县葛仙山乡斜岭村熊家路口 正一

799 铅山县爷殿 江西省上饶市铅山县葛仙山乡项源村东毛山 正一

800 铅山县火官庙 江西省上饶市铅山县葛仙山乡邓村相见湾 正一

801 铅山县五谷神庙 江西省上饶市铅山县葛仙山乡下际村西坑岭 正一

802 铅山县三宝堂庙 江西省上饶市铅山县葛仙山乡毛排村第7村民 正一

803 铅山县朱老爷庙 江西省上饶市铅山县葛仙山乡余源村 正一

804 铅山县老垅井庙 江西省上饶市铅山县葛仙山乡南耕村 正一

805 铅山县万年庙 江西省上饶市铅山县葛仙山乡朱村村余坞庙坪 正一

806 铅山县仙姑山 江西省上饶市铅山县稼轩乡湖村坂村 正一

807 铅山县稼轩乡朱公庙 江西省上饶市铅山县稼轩乡山头村4组 正一

808 铅山县小葛仙庙 江西省上饶市铅山县稼轩乡马安山村泉湖塘 正一

809 铅山县紫溪乡王公庙 江西省上饶市铅山县紫溪乡紫溪村11组 正一

810 铅山县小葛仙 江西省上饶市铅山县紫溪乡排山村第6组 正一

811 铅山县慈姑娘庙 江西省上饶市铅山县紫溪乡汪源村 正一

812 铅山县水口庙 江西省上饶市铅山县紫溪乡文山村第4组 正一

813 铅山县马鞍社 江西省上饶市铅山县太源畲族乡马鞍村桥头 正一

814 铅山县凤霖寺 江西省上饶市铅山县陈坊乡福田村廖家 正一

815 铅山县陈坊地母庙 江西省上饶市铅山县陈坊乡翁溪村 正一

816 铅山县湖坊镇小葛仙 江西省上饶市铅山县湖坊镇沙溪村 正一

817 铅山县天台山 江西省上饶市铅山县湖坊镇横塘村 正一

818 铅山县葛仙殿 江西省上饶市铅山县石塘镇上街头 正一

819 万年县佛阳宫 江西省上饶市万年县苏桥乡上门村 正一

820 万年县蟢子庙 江西省上饶市万年县陈营镇万民村蟢子岗 正一

821 万年县周王宫 江西省上饶市万年县石镇镇东关村 正一

822 万年县白马庙 江西省上饶市万年县苏桥乡吴林村锦田村 正一

823 万年县白云观 江西省上饶市万年县石镇镇黄柏徐家村 正一

824 万年县浮云殿 江西省上饶市万年县陈营镇马家村蔡家坞 正一

825 万年县关帝庙 江西省上饶市万年县湖云乡西湾村 正一

826 万年县湖云标林庙 江西省上饶市万年县湖云乡标林村 正一

827 万年县黄狮庙 江西省上饶市万年县石镇镇大黄村 正一

828 万年县青云奎光庙 江西省上饶市万年县青云镇西北村 正一

829 万年县万年庙 江西省上饶市万年县万年峰林场团山咀村 正一

830 万年县万神观 江西省上饶市万年县齐埠乡星明村 正一

831 余干县坞石庙 江西省上饶市余干县江埠乡坞石村 正一

832 余干县瑞洪万寿宫 江西省上饶市余干县瑞洪镇西岗村 正一

833 鄱阳县宴公庙 江西省上饶市鄱阳县鄱阳镇管驿前村 正一

834 鄱阳县三太子庙 江西省上饶市鄱阳县鄱阳镇姜家坝村 正一

835 鄱阳县金龙庵 江西省上饶市鄱阳县油墩街镇港湖村 正一

836 鄱阳县张王庙 江西省上饶市鄱阳县鄱阳镇大巷口社区 正一

837 鄱阳县黄龙庙 江西省上饶市鄱阳县鄱阳镇激扬桥社区 正一

838 鄱阳县师主庙 江西省上饶市鄱阳县柘港乡柘港村 正一

839 鄱阳县得胜山寺 江西省上饶市鄱阳县鄱阳镇江家岭村 正一

840 鄱阳县万寿宫 江西省上饶市鄱阳县油墩街镇桥头村 正一

841 鄱阳县龙王庙 江西省上饶市鄱阳县柘港乡莲南村 正一

842 鄱阳县凤凰庙  江西省上饶市鄱阳县柘港乡九虞村 正一

843 鄱阳县大圣殿 江西省上饶市鄱阳县谢家滩镇大田村 正一

845 鄱阳县济缘善坛 江西省上饶市鄱阳县谢家滩镇郭贺村 正一

846 鄱阳县包公庙 江西省上饶市鄱阳县金盘岭镇汪桥村 正一

847 鄱阳县城隍庙 江西省上饶市鄱阳县鄱阳镇滨州路西门村 正一

848 鄱阳县镇神村堡 江西省上饶市鄱阳县双港镇乐湖村 正一

849 鄱阳县肇仙岭庙 江西省上饶市鄱阳县高家岭镇董红村 正一

850 鄱阳县高峰殿庙 江西省上饶市鄱阳县三庙前乡高峰殿水库 正一

851 鄱阳县仙姑殿庙 江西省上饶市鄱阳县珠湖乡西陇村 正一

852 鄱阳县古城墩庙 江西省上饶市鄱阳县田畈街镇徐塘村 正一

853 鄱阳县太平庵 江西省上饶市鄱阳县谢家滩镇前杨村 正一

854 鄱阳县万福寺 江西省上饶市鄱阳县鸦鹊湖乡新建村 正一

855 鄱阳县早山道场 江西省上饶市鄱阳县油墩街镇彭丰村 正一

856 鄱阳县关公庙 江西省上饶市鄱阳县石门街镇东山村 正一

857 鄱阳县密岩寺 江西省上饶市鄱阳县谢家滩镇东堡村 正一

858 鄱阳县张将军庙 江西省上饶市鄱阳县柘港乡荷塘村林咀村小组 正一

859 鄱阳县石门街镇北搓啟善寺 江西省上饶市鄱阳县石门街镇东山村油拓村小 正一

860 鄱阳县华荣庙 江西省上饶市鄱阳县谢家滩镇余畈村 正一

861 鄱阳县竹林寺 江西省上饶市鄱阳县谢家滩镇余畈村幕丰竹林 正一

862 鄱阳县钟福寺 江西省上饶市鄱阳县谢家滩镇杨塘村后吴村小 正一

863 鄱阳县田畈街镇平安庙 江西省上饶市鄱阳县田畈街镇莳山林业分场 正一

864 鄱阳县益桥亭庙 江西省上饶市鄱阳县柘港乡胡家村尔器村 正一

865 鄱阳县烟冲岭庙 江西省上饶市鄱阳县谢家滩镇田铺村 正一

866 鄱阳县青岗殿 江西省上饶市鄱阳县谢家滩镇东堡村 正一

867 鄱阳县昭烈庙 江西省上饶市鄱阳县油墩街镇西湖村 正一

868 鄱阳县华光庙 江西省上饶市鄱阳县油墩街镇东山村 正一

869 鄱阳县青山殿 江西省上饶市鄱阳县侯岗乡狮门村 正一

870 鄱阳县老君殿 江西省上饶市鄱阳县鄱阳镇管驿前村 正一

871 鄱阳县安头山庙 江西省上饶市鄱阳县田畈街镇碧山村 正一

872 鄱阳县枫林殿 江西省上饶市鄱阳县谢家滩镇郭贺村渡头组 正一

873 三清山三清宫 江西省上饶市三清山风景名胜区三清福地景区 全真

874 三清山玉灵观 江西省上饶市三清山风景名胜区三清乡 正一

875 三清山潘公殿 江西省上饶市三清山风景名胜区坂大乡印浆村 正一

876 三清山灵济庙 江西省上饶市三清山风景区三清乡上西坑村金 全真

878 吉州区钵盂古观 江西省吉安市吉州区禾埠乡钵盂山 正一

879 吉州区真君观 江西省吉安市吉州区长塘镇臻溪桥村 正一

880 吉州区洞真古坛 江西省吉安市吉州区禾埠乡神岗山村梁家村组 正一

881 青原区庐瑶宫 江西省吉安市青原区富田镇坪田村庐下自然村 正一

882 青原区芗城古观 江西省吉安市青原区文陂镇荷塘村委会芗城名 正一

883 青原区值夏莲华寺 江西省吉安市青原区值夏先锋村委会工商街 正一

884 青原区羊角观 江西省吉安市青原区新圩镇郭城村 正一

885 井冈山市鸡冠仙 江西省吉安市井冈山市黄坳乡黄坳村燕村组 正一

886 井冈山市潮潭仙 江西省吉安市井冈山市拿山乡茶坪村潮潭组 正一

887 井冈山市乌泥仙 江西省吉安市井冈山市拿山乡贵溪村彭家组 正一

888 井冈山市银岗仙 江西省吉安市井冈山市新城镇排头村上排头 正一

889 井冈山市三昌仙 江西省吉安市井冈山市龙市镇龙市村前山组 正一

890 井冈山市独栗仙 江西省吉安市井冈山市睦村乡社背村牛背陇 正一

891 井冈山市大观仙 江西省吉安市井冈山市下七乡上七寸水湘洞 正一

892 井冈山市云霄仙 江西省吉安市井冈山市长坪乡中烟村 正一

893 井冈山市鹅岭仙 江西省吉安市井冈山市石市口分场鹅坑组 正一

894 井冈山市云龙仙 江西省吉安市井冈山市新城镇排头村下排头 正一

895 井冈山市南岳殿 江西省吉安市井冈山市荷花乡虎岭村上虎岭组 正一

896 井冈山市新华仙 江西省吉安市井冈山市拿山乡南岸村新华山 正一

897 井冈山市圣帝殿 江西省吉安市井冈山市东上乡东上村乌石组 正一

898 井冈山市圣帝前殿 江西省吉安市井冈山市东上乡东上村上浆组 正一

899 吉安县清风庙 江西省吉安市吉安县凤凰镇田心村 正一

900 吉安县永和镇灵佑古庙 江西省吉安市吉安县永和镇白沙村 正一正一

901 吉安县天祥贤庙 江西省吉安市吉安县敦厚镇马甫村 正一

902 吉安县天平古峰庙 江西省吉安市吉安县官田乡观中村 正一

903 吉安县清都观 江西省吉安市吉安县永和镇永和村 正一

904 吉安县山塘庵 江西省吉安市吉安县北源乡郭家店山塘庵 正一

905 新干县玉华山狮山庙 江西省吉安市新干县桃溪乡黎山村 正一

906 新干县肖公庙 江西省吉安市新干县大洋洲镇程家村 正一

907 新干县天王庙 江西省吉安市新干县麦斜镇丘田村 正一

908 新干县大洲村天符庙 江西省吉安市新干县沂江乡大洲村 正一

909 新干县药王庙 江西省吉安市新干县沂江乡水西江村 正一

910 新干县下聂天符庙 江西省吉安市新干县三湖镇湖坪村 正一

911 新干县黄潭庙 江西省吉安市新干县三湖镇宾星村 正一

912 新干县太子庙 江西省吉安市新干县荷浦乡莒洲村 正一

913 新干县百丈峰雷庙 江西省吉安市新干县界埠镇百丈峰 正一

914 新干县朱真庙 江西省吉安市新干县界埠镇武湖村 正一

915 新干县玉皇庙 江西省吉安市新干县大洋洲镇夏塘村 正一

916 永丰县石马镇关帝祠 江西省吉安市永丰县石马镇店下村 正一

917 永丰县藤田镇关帝庙 江西省吉安市永丰县藤田镇杏塘村 正一

918 峡江县云腾飙驭祠 江西省吉安市峡江县水边镇何君村委 正一

919 峡江县玉皇庙 江西省吉安市峡江县仁和镇彭家村委 正一

920 吉水县天玉山观 江西省吉安市吉水县文峰镇砖门村天玉名山 正一

921 吉水县八社万寿宫 江西省吉安市吉水县螺田镇新建村增田村组 正一

922 吉水县沙元万寿宫 江西省吉安市吉水县螺田镇沙元村 正一

923 吉水县仙女庙 江西省吉安市吉水县白沙镇南坪村 正一

924 吉水县正觉庵 江西省吉安市吉水县黄桥镇社下村 正一

925 泰和县飞锡阁庙 江西省吉安市泰和县碧溪镇江边村 正一

926 泰和县太平观 江西省吉安市泰和县桥头镇黄陂村 正一

927 泰和县砻头古寺 江西省吉安市泰和县桥头镇石昌村 正一

928 泰和县白泉名山 江西省吉安市泰和县禾市镇景丰村 正一

929 泰和县康王古庙 江西省吉安市泰和县水槎乡西阳山村 正一

930 泰和县华盖山道观 江西省吉安市泰和县灌溪镇睹碑村 正一

931 泰和县王君庙 江西省吉安市泰和县上圯乡西岗村 正一

932 泰和县万灵山道观 江西省吉安市泰和县上模乡灵溪村 正一

933 泰和县火府庙 江西省吉安市泰和县灌溪镇阳丘村 正一

934 泰和县清明山道观 江西省吉安市泰和县灌溪镇录竹村 正一

935 泰和县神岗山道观 江西省吉安市泰和县万合镇赤溪村 正一

936 泰和县盘古仙道观 江西省吉安市泰和县碧溪镇碧溪村 正一

937 遂川县万福仙 江西省吉安市遂川县于田镇彭汾村 正一

938 遂川县葛仙岩 江西省吉安市遂川县枚江乡园岭村 正一

939 遂川县康王庙 江西省吉安市遂川县于田镇横岭 正一

940 遂川县鹤堂仙 江西省吉安市遂川县西溪乡廖坊村 正一

941 遂川县永福仙 江西省吉安市遂川县枚江乡东江村 正一

942 遂川县烟斗古仙 江西省吉安市遂川县于田镇珊田村 正一

943 遂川县三圣宫 江西省吉安市遂川县大汾镇大汾村 正一

944 遂川县善福宫 江西省吉安市遂川县衙前镇衙前村 正一

945 遂川县华盖古仙 江西省吉安市遂川县枚江乡钱塘村 正一

946 遂川县中道古观 江西省吉安市遂川县泉江镇卜村村 正一

947 遂川县紫螺山 江西省吉安市遂川县珠田乡黄塘村 正一

948 遂川县仁同山仙 江西省吉安市遂川县五斗江乡南坑村 正一

949 遂川县三圣仙 江西省吉安市遂川县五斗江乡车坳村 正一

950 遂川县五江观音仙 江西省吉安市遂川县五斗江乡丰禄村 正一

951 遂川县海螺仙 江西省吉安市遂川县五斗江乡石村 正一

952 遂川县华云仙 江西省吉安市遂川县大汾镇滁洲村 正一

953 遂川县莲华仙 江西省吉安市遂川县大汾镇文溪村 正一

954 遂川县龙潭仙 江西省吉安市遂川县大汾镇滁洲村 正一

955 遂川县赫爷庙 江西省吉安市遂川县大汾镇洛阳村 正一

956 遂川县观音古仙 江西省吉安市遂川县于田镇江背村 正一

957 遂川县白水古仙 江西省吉安市遂川县碧洲镇白水村 正一

958 遂川县三五灵仙 江西省吉安市遂川县新江乡金溪村 正一

959 遂川县招仙古观 江西省吉安市遂川县新江乡三联村 正一

960 遂川县复合古宫 江西省吉安市遂川县五斗江乡南坑村 正一

961 遂川县鼎盛仙 江西省吉安市遂川县五斗江乡丰禄村 正一

962 遂川县妙子阁 江西省吉安市遂川县左安镇丰城村 正一

963 遂川县梁仙古庙 江西省吉安市遂川县左安镇鹤坑村 正一

964 遂川县白鹤仙 江西省吉安市遂川县左安镇白云村 正一

965 遂川县观通三郎 江西省吉安市遂川县汤湖镇横圳村 正一

966 遂川县三坑白鹤仙 江西省吉安市遂川县黄坑乡三坑村 正一

967 遂川县祥瑞宫 江西省吉安市遂川县泉江镇高源村 正一

968 安福县王母仙宫 江西省吉安市安福县洲湖镇花车村 正一

969 安福县洞渊阁 江西省吉安市安福县县城北门 正一

970 安福县吉峰古坛 江西省吉安市安福县洲湖镇花门村 正一

971 安福县灵佑古庙 江西省吉安市安福县洲湖镇新英村 正一

972 安福县天福名山寺 江西省吉安市安福县洋溪镇店背村 正一

973 黎川县罗船峰 江西省抚州市黎川县厚村乡厚村村 全真

974 乐安县大华山道观 江西省抚州市乐安县谷岗乡朱溪村朱溪小组 正一

975 广昌县仙游观 江西省抚州市广昌县尖峰乡观前村观前组 正一

976 广昌县太子庙 江西省抚州市广昌县赤水镇大禾村凤形排组 正一

977 南城县麻姑山仙都观 江西省抚州市南城县建昌镇麻姑山乡村 全真

978 南丰县三清宫 江西省抚州市南丰县琴城镇瑶浦村九组 正一

979 南丰县东岳府道观 江西省抚州市南丰县琴城镇茅店村石子山村小 正一

980 南丰县福寿宫 江西省抚州市南丰县桑田镇古城村跃进村小组 正一

981 南丰县罗汉山道观 江西省抚州市南丰县琴城镇杨梅村慕窠村小组 正一

982 南丰县会峰观 江西省抚州市南丰县市山镇官庄村官庄村小组 正一

983 南丰县洞真观 江西省抚州市南丰县付坊乡田陀村田一村小组 正一

984 南丰县城隍庙 江西省抚州市南丰县琴城镇解放路83号 正一

985 南丰县瑞峰观 江西省抚州市南丰县琴城镇水南村庵上村小组 正一

986 南丰县石仙观 江西省抚州市南丰县市山镇西村上彭村小组 正一

987南丰县傅坊三清宫 江西省抚州市南丰县傅坊乡傅坊村下圆组 正一

988 南丰县紫霄观 江西省抚州市南丰县紫霄镇东村村下山村小组 正一

989 南丰县金华山道观 江西省抚州市南丰县琴城镇富溪村南塘村小组 正一

990 南丰县金华仙宫 江西省抚州市南丰县琴城镇大堡村封家村小组 正一

991 南丰县河神宫 江西省抚州市南丰县琴城镇桥背村桥背村小组  正一

992 南丰县灵祥观 江西省抚州市南丰县莱溪乡东方村下倒坳村小 正一

993 南丰县新圩上万寿宫 江西省抚州市南丰县桑田镇新圩上村新屋里村 正一

994 南丰县娘娘殿 江西省抚州市南丰县三溪乡三溪村董家堡村小 正一

995 南丰县龙王宫 江西省抚州市南丰县太和镇康都村安丰村小组 正一

996 南丰县踏岗山道观 江西省抚州市南丰县太和镇司前村赵家村小组 正一

997 南丰县崇仙观 江西省抚州市南丰县太和镇下桐村下桐一组 正一

998 南丰县狮子峰 江西省抚州市南丰县洽湾镇长岭村彭家村小组 正一

999 南丰县文昌宫 江西省抚州市南丰县琴城镇西门农贸市场东侧 正一

1000 南丰县陶田万寿宫 江西省抚州市南丰县市山镇陶田村石壁岭村小 正一

1001 南丰县长丰观 江西省抚州市南丰县紫霄镇溪东村长陂村小组 正一

1002 南丰县棲贞观 江西省抚州市南丰县桑田镇西源村小堡村小组 正一

1003 南丰县泰灵山道观 江西省抚州市南丰县桑田镇桑田村下街村小组 正一

1004 南丰县石咀万寿宫 江西省抚州市南丰县付坊乡石咀村上街村小组 正一

1005 南丰县军山王宫 江西省抚州市南丰县琴城镇瑶浦村五组 正一

1006 南丰县九泰山道观 江西省抚州市南丰县桑田镇肖坊村大堡一村小 正一

1007 南丰县董溪村万寿宫 江西省抚州市南丰县付坊乡董溪村街上村小组 正一

1008 南丰县游坊宫 江西省抚州市南丰县付坊乡石咀村包家村小组 正一

1009 南丰县八宝观 江西省抚州市南丰县三溪乡云山村坳里村小组 正一

1010 南丰县炼丹观 江西省抚州市南丰县市山镇丹坛村袁家坑村小 正一

1011 南丰县翠徽宫 江西省抚州市南丰县市山镇翠云村韩家堡村小 正一

1012 宜黄县崇华仙山 江西省抚州市宜黄县中港镇余溪村红旗组 正一

1013 资溪县净水观 江西省抚州市资溪县鹤城镇下长兴村九龙湖景 正一 作者：巢谷师兄 https://www.bilibili.com/read/cv18468461?spm_id_from=333.999.0.0 出处：bilibili
